Ano e mês do lançamento,Código Órgão Superior,Nome Órgão Superior,Código Órgão Subordinado,Nome Órgão Subordinado,Código Unidade Gestora,Nome Unidade Gestora,Código Gestão,Nome Gestão,Código Unidade Orçamentária,Nome Unidade Orçamentária,Código Função,Nome Função,Código Subfução,Nome Subfunção,Código Programa Orçamentário,Nome Programa Orçamentário,Código Ação,Nome Ação,Código Plano Orçamentário,Plano Orçamentário,Código Programa Governo,Nome Programa Governo,UF,Município,Código Subtítulo,Nome Subtítulo,Código Localizador,Nome Localizador,Sigla Localizador,Descrição Complementar Localizador,Código Autor Emenda,Nome Autor Emenda,Código Categoria Econômica,Nome Categoria Econômica,Código Grupo de Despesa,Nome Grupo de Despesa,Código Elemento de Despesa,Nome Elemento de Despesa,Código Modalidade da Despesa,Modalidade da Despesa,Valor Empenhado (R$),Valor Liquidado (R$),Valor Pago (R$),Valor Restos a Pagar Inscritos (R$),Valor Restos a Pagar Cancelado (R$),Valor Restos a Pagar Pagos (R$)
2025/01,52000,Ministério da Defesa,52131,Comando da Marinha,788820,CENTRO DE INTENDENCIA DA MARINHA EM MANAUS,1,TESOURO NACIONAL,52931,FUNDO NAVAL,5,Defesa nacional,152,Defesa naval,6112,DEFESA NACIONAL,21A0,APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA,0002,APRESTAMENTO DAS FORCAS NAVAIS,00,Sem informação,,,21A00001,APRESTAMENTO DAS FORCAS - MANUTENCAO - NACIONAL,1,APRESTAMENTO DAS FORCAS - MANUTENCAO - NACION,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"2000,00","2000,00","2000,00","0,00","0,00","78691,20"
2025/01,44000,Ministério do Meio Ambiente e Mudança do Cl,20701,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,193114,IBAMA - SUPERINTENDENCIA DO PARA/PA,19211,INST.BRAS.DO MEIO-AMBIENTE E DOS REC.NAT.REN.,44201,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,18,Gestão ambiental,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,0007,MANUTENCAO E MODERNIZACAO DA INFRAESTRUTURA FISICA DA SEDE E DAS UNIDADES DESCENTRALIZADAS,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,90,Aplicações Diretas,"3868,15","0,00","0,00","0,00","0,00","0,00"
2025/01,52000,Ministério da Defesa,52904,Fundo do Exército,167020,HOSPITAL MILITAR DE AREA DE MANAUS,1,TESOURO NACIONAL,52111,COMANDO DA AERONAUTICA,5,Defesa nacional,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0003,ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO,00,Sem informação,,,20040001,ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL,1,ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,90,Aplicações Diretas,"0,00","0,00","0,00","0,00","0,00","74326,45"
2025/01,46000,Ministério da Gestão e da Inovação em Ser,46000,Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto,170131,SUPERINTENDENCIA REG. ADM. DO MGI - SAO PAULO,1,TESOURO NACIONAL,36211,FUNDACAO NACIONAL DE SAUDE,10,Saúde,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,0000,ADMINISTRACAO DA UNIDADE,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"0,00","0,00","0,00","0,00","0,00","5344,02"
2025/01,47000,Ministério do Planejamento e Orçamento,25205,Fundação Instituto Brasileiro de Geografia e Estatística,114604,SUPERINTENDENCIA ESTADUAL DO IBGE NO AMAZONAS,11301,FUNDACAO INSTITUTO BRAS.GEOGR. E ESTATISTICA,47205,FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,0003,DESPESAS GERAIS DA ADMINISTRACAO,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,36,Outros Serviços de Terceiros - Pessoa Físic,90,Aplicações Diretas,"14538,66","14538,66","10610,00","0,00","0,00","0,00"
2025/01,52000,Ministério da Defesa,52904,Fundo do Exército,167213,5 BATALHAO LOGISTICO,1,TESOURO NACIONAL,52921,FUNDO DO EXERCITO,5,Defesa nacional,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0003,ASSISTENCIA MEDICA E ODONTOLOGICA DE MILITARES - COMPLEMENTACAO DA UNIAO,00,Sem informação,,,20040001,ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL,1,ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,90,Aplicações Diretas,"8270,10","0,00","0,00","0,00","0,00","1076,30"
2025/01,26000,Ministério da Educação,26403,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,2994,"ASSISTENCIA AOS ESTUDANTES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",0001,AUXILIO FINANCEIRO DE ASSISTENCIA ESTUDANTIL,00,Sem informação,AM,,29940013,ASSISTENCIA AOS ESTUDANTES DA REDE FE - NO ESTADO DO AMAZONA,13,ASSISTENCIA AOS ESTUDANTES DA REDE FE - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,90,Aplicações Diretas,"0,00","0,00","0,00","0,00","0,00","9099,49"
2025/01,26000,Ministério da Educação,26427,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia",158145,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA",26427,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA",26427,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA",12,Educação,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0005,AUXILIO-ALIMENTACAO DE CIVIS ATIVOS,00,Sem informação,BA,,212B0029,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NO ESTADO DA BAHIA,29,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,4,Contratação por Tempo Determinado,90,Aplicações Diretas,"1976000,00","229808,91","0,00","0,00","0,00","275897,47"
2025/01,52000,Ministério da Defesa,52000,Ministério da Defesa - Unidades com vínculo direto,112408,HOSPITAL DAS FORCAS ARMADAS,1,TESOURO NACIONAL,52902,FUNDO DE ADM. DO HOSPITAL DAS FORCAS ARMADAS,5,Defesa nacional,302,Assistência hospitalar e ambulatorial,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20XT,PRESTACAO DE SERVICOS MEDICOS HOSPITALARES E DESENVOLVIMENTO DE PESQUISAS MEDICAS DO HOSPITAL DAS FORCAS ARMADAS,0001,MANUTENCAO DOS SERVICOS MEDICO HOSPITALARES DO HOSPITAL DAS FORCAS ARMADAS,00,Sem informação,,,20XT0001,PRESTACAO DE SERVICOS MEDICOS HOSPITA - NACIONAL,1,PRESTACAO DE SERVICOS MEDICOS HOSPITA - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"26900,00","100,00","0,00","0,00","0,00","23112,67"
2025/01,26000,Ministério da Educação,26244,Universidade Federal do Rio Grande do Sul,153114,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,15235,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,26244,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE",20RK,FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR,0000,FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS,00,Sem informação,RS,,20RK0043,FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ESTADO DO RIO GRA,43,FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"1981667,10","1283257,10","185451,83","0,00","269,55","3528524,95"
2025/01,52000,Ministério da Defesa,52904,Fundo do Exército,167472,5 BATALHAO DE INFANTARIA LEVE - 5 B I L,1,TESOURO NACIONAL,52921,FUNDO DO EXERCITO,5,Defesa nacional,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0005,ASSISTENCIA MEDICA E ODONTOLOGICA - PARTICIPACAO DO SERVIDOR,00,Sem informação,,,20040001,ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL,1,ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"214594,91","0,00","0,00","0,00","0,00","63,93"
2025/01,33000,Ministério da Previdência Social,37202,Instituto Nacional do Seguro Social,510677,SUPERINTENDENCIA REGIONAL NORDESTE,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33201,INSTITUTO NACIONAL DO SEGURO SOCIAL,9,Previdência social,271,Previdência básica,2314,"PREVIDENCIA SOCIAL: PROMOCAO, GARANTIA DE DIREITOS E CIDADANIA",2591,RECONHECIMENTO DE DIREITOS DE BENEFICIOS PREVIDENCIARIOS,0000,RECONHECIMENTO DE DIREITOS DE BENEFICIOS PREVIDENCIARIOS,00,Sem informação,,,25910001,RECONHECIMENTO DE DIREITOS DE BENEFIC - NACIONAL,1,RECONHECIMENTO DE DIREITOS DE BENEFIC - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,90,Aplicações Diretas,"5000,00","47,80","47,80","0,00","0,00","19045,54"
2025/01,26000,Ministério da Educação,26431,"Instituto Federal de Educação, Ciência e Tecnologia do Piauí",158359,INST. FED. PIAUI/CAMPUS PAULISTANA,26431,"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI",26431,"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",0000,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",00,Sem informação,PI,,20RL0022,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DO PIAUI,22,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,37,Locação de Mão-de-Obra,90,Aplicações Diretas,"136987,86","0,00","0,00","0,00","0,00","165082,01"
2025/01,26000,Ministério da Educação,26351,Universidade Federal do Recôncavo da Bahia,158092,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,26351,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,26351,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,12,Educação,846,Outros encargos especiais,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,09HB,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",0000,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",00,Sem informação,BA,,09HB0029,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQ - NO ESTADO DA BAHIA",29,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQ - NO ES",-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,91,"Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fis","49655372,00","3941127,48","0,00","0,00","0,00","0,00"
2025/01,30000,Ministério da Justiça e Segurança Pública,30000,Ministério da Justiça e Segurança Pública - Unidades com vínculo direto,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,1,TESOURO NACIONAL,30101,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,000Q,DESPESAS EM ARQUITETURA E ENGENHARIA,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,90,Aplicações Diretas,"210000,00","0,00","0,00","0,00","0,00","259432,92"
2025/01,26000,Ministério da Educação,26406,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",158151,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO",26406,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO",26406,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO",12,Educação,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0009,AUXILIO-FUNERAL E NATALIDADE DE CIVIS,00,Sem informação,ES,,212B0032,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NO ESTADO DO ESPIRIT,32,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,8,Outros Benefícios Assistenciais do servidor ,90,Aplicações Diretas,"112862,13","16455,03","12862,13","0,00","0,00","3592,90"
2025/01,52000,Ministério da Defesa,52121,Comando do Exército,160146,COMANDO DA 18 BRIGADA DE INF DE PANTANAL,1,TESOURO NACIONAL,52121,COMANDO DO EXERCITO,5,Defesa nacional,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,0004,MANUTENCAO GERAL,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,90,Aplicações Diretas,"7962,10","0,00","0,00","0,00","0,00","0,00"
2025/01,26000,Ministério da Educação,26402,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas",156660,INST.FED.DE ALAGOAS/CAMPUS BATALHA,26402,"INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS",26402,"INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",0000,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",00,Sem informação,AL,,20RL0027,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DE ALAGOAS,27,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,37,Locação de Mão-de-Obra,90,Aplicações Diretas,"70400,00","6003,68","0,00","0,00","0,00","1695,46"
2025/01,44000,Ministério do Meio Ambiente e Mudança do Cl,44000,Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto,440001,"SUBSECRET.DE PLANEJ.,ORC.E ADMINIST.±SPOA/MM",1,TESOURO NACIONAL,44101,MINIST. DO MEIO AMBIENTE E MUDANCA DO CLIMA,18,Gestão ambiental,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,000A,MODERNIZACAO DA ESTRUTURA DE INFORMATICA DO MINISTERIO DO MEIO AMBIENTE E MUDANCA DO CLIMA,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,40,Serviços de Tecnologia da Informação e Com,90,Aplicações Diretas,"568702,92","0,00","0,00","0,00","0,00","421393,43"
2025/01,35000,Ministério das Relações Exteriores,35000,Ministério das Relações Exteriores - Unidades com vínculo direto,240213,CONSULADO-GERAL DO BRASIL EM GENEBRA,1,TESOURO NACIONAL,35101,MINISTERIO DAS RELACOES EXTERIORES,7,Relações exteriores,211,Relações diplomáticas,2316,RELACOES INTERNACIONAIS E ASSISTENCIA A BRASILEIRAS E BRASILEIROS NO EXTERIOR,20WW,RELACOES E NEGOCIACOES BILATERAIS,000E,SERVICOS E MANUTENCAO DO POSTO (SMP),00,Sem informação,,,20WW0002,RELACOES E NEGOCIACOES BILATERAIS   - EXTERIOR,2,RELACOES E NEGOCIACOES BILATERAIS   - EXTERIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,90,Aplicações Diretas,"102680,48","102680,48","102680,48","0,00","0,00","0,00"
2025/01,56000,Ministério das Cidades,56000,Ministério das Cidades - Unidades com vínculo direto,175004,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,1,TESOURO NACIONAL,56101,MINISTERIO DAS CIDADES,15,Urbanismo,451,infra-estrutura urbana,2219,MOBILIDADE URBANA,00T1,APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA,0000,APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA - DESPESAS DIVERSAS,00,Sem informação,,,00T10001,APOIO A POLITICA NACIONAL DE DESENVOL - NACIONAL,1,APOIO A POLITICA NACIONAL DE DESENVOL - NACIO,-1,Sem informação,,SEM EMENDA,4,DESPESAS DE CAPITAL,4,Investimentos,42,Auxílios,40,Transferências a Municípios,"0,00","0,00","0,00","0,00","573828,62","0,00"
2025/01,25000,Ministério da Fazenda,25000,Ministério da Fazenda - Unidades com vínculo direto,170116,SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF,1,TESOURO NACIONAL,25103,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,0002,ADMINISTRACAO DA UNIDADE - RFB,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"158267,78","77395,29","13472,82","0,00","58648,00","557516,46"
2025/01,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155020,EBSERH COMPLEXO HOSPITALAR DO CEARA,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,302,Assistência hospitalar e ambulatorial,5118,ATENCAO ESPECIALIZADA A SAUDE,8585,ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE,0000,ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS,00,Sem informação,CE,,85850023,ATENCAO A SAUDE DA POPULACAO PARA PRO - NO ESTADO DO CEARA,23,ATENCAO A SAUDE DA POPULACAO PARA PRO - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,90,Aplicações Diretas,"353243,36","20437,10","0,00","0,00","5,00","1922910,05"
2025/01,52000,Ministério da Defesa,52121,Comando do Exército,160060,BATALHAO DE POLICIA DO EXERCITO DE BRASILIA,1,TESOURO NACIONAL,52121,COMANDO DO EXERCITO,5,Defesa nacional,153,Defesa terrestre,6112,DEFESA NACIONAL,21A0,APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA,000E,DESENVOLVIMENTO DO SISTEMA DE DOUTRINA MILITAR TERRESTRE,00,Sem informação,,,21A00001,APRESTAMENTO DAS FORCAS - MANUTENCAO - NACIONAL,1,APRESTAMENTO DAS FORCAS - MANUTENCAO - NACION,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,33,Passagens e Despesas com Locomoção,90,Aplicações Diretas,"0,00","0,00","0,00","0,00","0,00","1119,63"
2025/01,52000,Ministério da Defesa,52121,Comando do Exército,160318,ESCOLA DE SARGENTOS DE LOGISTICA,1,TESOURO NACIONAL,52121,COMANDO DO EXERCITO,5,Defesa nacional,331,Proteção e benefícios ao trabalhador,6112,DEFESA NACIONAL,212O,MOVIMENTACAO DE MILITARES,0000,MOVIMENTACAO DE MILITARES,00,Sem informação,,,212O0001,MOVIMENTACAO DE MILITARES       - NACIONAL,1,MOVIMENTACAO DE MILITARES       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,90,Aplicações Diretas,"237436,20","237436,20","184371,12","0,00","0,00","0,00"
2025/01,26000,Ministério da Educação,26276,Fundação Universidade Federal do Mato Grosso,154070,HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,15262,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,26397,HOSPITAL JULIO MULLER,12,Educação,302,Assistência hospitalar e ambulatorial,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,0000,ATIVOS CIVIS DA UNIAO,00,Sem informação,MT,,20TP0051,ATIVOS CIVIS DA UNIAO         - NO ESTADO DE MATO GR,51,ATIVOS CIVIS DA UNIAO         - NO ESTADO DE ,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,11,Vencimentos e Vantagens Fixas - Pessoal Civil,90,Aplicações Diretas,"22336728,00","1741254,45","194579,03","0,00","0,00","1889903,62"
2025/01,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo direto,257001,DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE,1,TESOURO NACIONAL,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,302,Assistência hospitalar e ambulatorial,5018,ATENCAO ESPECIALIZADA A SAUDE,8535,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE,0000,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,00,Sem informação,MG,,85350031,ESTRUTURACAO DE UNIDADES DE ATENCAO E - NO ESTADO DE MINAS G,31,ESTRUTURACAO DE UNIDADES DE ATENCAO E - NO ES,-1,Sem informação,202141400004.0,RODRIGO PACHECO / EMENDA 4,4,DESPESAS DE CAPITAL,4,Investimentos,42,Auxílios,50,Transferências a Instituições Privadas sem Fins Lucrativos,"0,00","0,00","0,00","0,00","22000,00","0,00"
2025/01,26000,Ministério da Educação,26256,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,153010,CENTRO FED.DE EDUC.TECNOL.CELSO S.DA FONSECA,15244,CENTRO FED.EDUC.TECN.CELSO SUCKOW DA FONSECA,26256,CENTRO FED.DE EDUC.TECNOL.CELSO S.DA FONSECA,12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",0000,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",00,Sem informação,RJ,,20RL0033,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DO RIO DE,33,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,33,Passagens e Despesas com Locomoção,90,Aplicações Diretas,"254000,00","0,00","0,00","0,00","0,00","61354,39"
